"","StudyID","Bacterium","PackStatus","TempRetail","Category","SubCategory","FoodClass","RTE","Label","SamplingStage","SamplingStage2","Stage","TotalUnitsTested","CountrySampling","FoodSubClass","Year","Prevalence","Sample","Country","lat","long","iso3","Positive","yi","vi","CountryEU"
"12","Abadias_IJFM_2008","Listeria monocytogenes","Packed","Chill","Garden vegetables and primary derivatives thereof","Root and tuber vegetables (excluding starchy and sugar)","Minimally","No","Fresh-cut carrot","Distribution","Retail","Retail",18,"Spain","",2005,0,18,"Spain",40.4,-3.6834,"ESP",0,-3.611,2.0541,"EU"
"13","Abadias_IJFM_2008","Listeria monocytogenes","Packed","Chill","Garden vegetables and primary derivatives thereof","Fruiting vegetables","Sweet corn and similar","Yes","Fresh-cut corn salad","Distribution","Retail","Retail",21,"Spain","Minimally",2005,0,21,"Spain",40.4,-3.6834,"ESP",0,-3.761,2.0465,"EU"
"14","Abadias_IJFM_2008","Listeria monocytogenes","Packed","Chill","Garden vegetables and primary derivatives thereof","Leafy vegetables","Minimally","No","Fresh-cut endive","Distribution","Retail","Retail",21,"Spain","",2005,0,21,"Spain",40.4,-3.6834,"ESP",0,-3.761,2.0465,"EU"
"15","Abadias_IJFM_2008","Listeria monocytogenes","Packed","Chill","Garden vegetables and primary derivatives thereof","Leafy vegetables","Minimally","No","Fresh-cut lettuce","Distribution","Retail","Retail",29,"Spain","",2005,0.034,29,"Spain",40.4,-3.6834,"ESP",1,-3.332,1.0357,"EU"
"16","Abadias_IJFM_2008","Listeria monocytogenes","Packed","Chill","Garden vegetables and primary derivatives thereof","Leafy vegetables","Minimally","No","Fresh-cut spinach","Distribution","Retail","Retail",10,"Spain","",2005,0,10,"Spain",40.4,-3.6834,"ESP",0,-3.045,2.0952,"EU"
"17","Abadias_IJFM_2008","Listeria monocytogenes","Packed","Chill","Garden vegetables and primary derivatives thereof","Leafy vegetables","Minimally","Yes","Fresh-cut mixed salad","Distribution","Retail","Retail",132,"Spain","",2005,0.008,132,"Spain",40.4,-3.6834,"ESP",1,-4.875,1.0076,"EU"
"18","Abadias_IJFM_2008","Listeria monocytogenes","Packed","Chill","Fruit and primary derivatives thereof","UndefinedF","PreCut","No","Fresh-cut fruit","Distribution","Retail","Retail",21,"Spain","",2005,0,21,"Spain",40.4,-3.6834,"ESP",0,-3.761,2.0465,"EU"
"19","Abadias_IJFM_2008","Listeria monocytogenes","Packed","Chill","Garden vegetables and primary derivatives thereof","UndefinedVeg","Fresh","No","Whole vegetables","Distribution","Retail","Retail",28,"Spain","",2005,0,28,"Spain",40.4,-3.6834,"ESP",0,-4.043,2.0351,"EU"
"20","Abay_AUVFD_2012","Listeria monocytogenes","Packed","Chill","Meat and meat products","Sheep meat food","Sheep minced meat","No","Sheep minced meat","Distribution","Retail","Retail",25,"Turkey","PreCut",2008,0.08,25,"Turkey",39.9272,32.8644,"TUR",2,-2.442,0.5435,"Non-EU"
"21","Abay_AUVFD_2012","Listeria monocytogenes","Unpacked","Chill","Milk and milk products (dairy)","Milk","NA","No","Cattle milk","PrimaryProduction","Farm","Farm",50,"Turkey","Cattle milk",2008,0,50,"Turkey",39.9272,32.8644,"TUR",0,-4.615,2.0198,"Non-EU"
"22","Abay_AUVFD_2012","Listeria monocytogenes","Unpacked","Chill","Milk and milk products (dairy)","Milk","NA","No","Sheep milk","PrimaryProduction","Farm","Farm",50,"Turkey","Ovine milk",2008,0,50,"Turkey",39.9272,32.8644,"TUR",0,-4.615,2.0198,"Non-EU"
"23","Abay_AUVFD_2012","Listeria monocytogenes","Unpacked","Chill","Milk and milk products (dairy)","Milk","Raw","No","Bulk tank milk","Manufacturing","","Manufacturing",50,"Turkey","NA",2008,0,50,"Turkey",39.9272,32.8644,"TUR",0,-4.615,2.0198,"Non-EU"
"24","Abay_LWTFST_2017","Campylobacter","Packed","Chill","Meat and meat products","Chicken meat food","Chicken fresh meat / fat tissue","Yes","RTE chicken meat","Distribution","Retail","Retail",50,"Turkey","NA",2016,0,50,"Turkey",39.9272,32.8644,"TUR",0,-4.615,2.0198,"Non-EU"
"25","Abay_LWTFST_2017","Salmonella","Packed","Chill","Meat and meat products","Chicken meat food","Chicken fresh meat / fat tissue","Yes","RTE chicken meat","Distribution","Retail","Retail",50,"Turkey","NA",2016,0,50,"Turkey",39.9272,32.8644,"TUR",0,-4.615,2.0198,"Non-EU"
"26","Abay_LWTFST_2017","Listeria monocytogenes","Packed","Chill","Meat and meat products","Chicken meat food","Chicken fresh meat / fat tissue","Yes","RTE chicken meat","Distribution","Retail","Retail",50,"Turkey","NA",2016,0.18,50,"Turkey",39.9272,32.8644,"TUR",9,-1.516,0.1355,"Non-EU"
"27","Abay_WorldJMicrobiolBiotechnol_2022","Campylobacter","Unpacked","Ambient","Garden vegetables and primary derivatives thereof","Leafy vegetables","Fresh","No","Spinach (from markets)","Distribution","Retail","Retail",35,"Turkey","",2019,0,35,"Turkey",39.9272,32.8644,"TUR",0,-4.263,2.0282,"Non-EU"
"28","Abay_WorldJMicrobiolBiotechnol_2022","Campylobacter","Unpacked","Ambient","Garden vegetables and primary derivatives thereof","Leafy vegetables","Fresh","No","Lettuce (from markets)","Distribution","Retail","Retail",35,"Turkey","",2019,0,35,"Turkey",39.9272,32.8644,"TUR",0,-4.263,2.0282,"Non-EU"
"29","Abay_AUVFD_2012","Listeria monocytogenes","Packed","Chill","Meat and meat products","Bovine meat food","Bovine minced meat","No","Minced beef meat","Distribution","Retail","Retail",25,"Turkey","PreCut",2008,0.2,25,"Turkey",39.9272,32.8644,"TUR",5,-1.386,0.25,"Non-EU"
"30","Abay_WorldJMicrobiolBiotechnol_2022","Campylobacter","Unpacked","Ambient","Herbs, spices and similar","Aromatic herbs","Fresh","No","Parsley (from markets)","Distribution","Retail","Retail",35,"Turkey","",2019,0,35,"Turkey",39.9272,32.8644,"TUR",0,-4.263,2.0282,"Non-EU"
"31","Abay_WorldJMicrobiolBiotechnol_2022","Campylobacter","Unpacked","Ambient","Garden vegetables and primary derivatives thereof","Leafy vegetables","Fresh","No","Arugula (from markets)","Distribution","Retail","Retail",35,"Turkey","",2019,0,35,"Turkey",39.9272,32.8644,"TUR",0,-4.263,2.0282,"Non-EU"
"32","Abay_WorldJMicrobiolBiotechnol_2022","Campylobacter","Unpacked","Ambient","Garden vegetables and primary derivatives thereof","Root and tuber vegetables (excluding starchy and sugar)","Fresh","No","Radish (from markets)","Distribution","Retail","Retail",35,"Turkey","",2019,0,35,"Turkey",39.9272,32.8644,"TUR",0,-4.263,2.0282,"Non-EU"
"33","Abel_MeatSci_2020","Listeria monocytogenes","Unpacked","Ambient","Meat and meat products","Wild boar meat food","Wild boar fresh meat / fat tissue","No","Wild boar loin muscle","Manufacturing","","Manufacturing",8,"Germany","NA",2019,0.25,8,"Germany",52.5218,13.4015,"DEU",2,-1.099,0.6667,"EU"
"34","Abel_MeatSci_2020","Listeria monocytogenes","Unpacked","Ambient","Meat and meat products","Deer meat food","Deer carcase","No","Roe deer loin muscle","Manufacturing","","Manufacturing",10,"Germany","",2019,0,10,"Germany",52.5218,13.4015,"DEU",0,-3.045,2.0952,"EU"
"35","Abel_MeatSci_2020","Yersinia enterocolitica","Unpacked","Ambient","Meat and meat products","Deer meat food","Deer carcase","No","Roe deer loin muscle","Manufacturing","","Manufacturing",10,"Germany","",2019,0.3,10,"Germany",52.5218,13.4015,"DEU",3,-0.847,0.4762,"EU"
"36","Abel_MeatSci_2020","Yersinia enterocolitica","Unpacked","Ambient","Meat and meat products","Wild boar meat food","Wild boar fresh meat / fat tissue","No","Wild boar loin muscle","Manufacturing","","Manufacturing",8,"Germany","NA",2019,0.25,8,"Germany",52.5218,13.4015,"DEU",2,-1.099,0.6667,"EU"
"37","Abel_MeatSci_2020","Campylobacter","Unpacked","Ambient","Meat and meat products","Wild boar meat food","Wild boar fresh meat / fat tissue","No","Wild boar loin muscle","Manufacturing","","Manufacturing",8,"Germany","NA",2019,0,8,"Germany",52.5218,13.4015,"DEU",0,-2.833,2.1176,"EU"
"38","Abel_MeatSci_2020","Campylobacter","Unpacked","Ambient","Meat and meat products","Deer meat food","Deer carcase","No","Roe deer loin muscle","Manufacturing","","Manufacturing",10,"Germany","",2019,0,10,"Germany",52.5218,13.4015,"DEU",0,-3.045,2.0952,"EU"
"39","Abrahim_JAFPT_2010","Staphylococcus aureus","Packed","Chill","Aquatic based food","Fish (meat)","Freshwater fish","No","Freshwater fish","Distribution","Retail","Retail",269,"Greece","Raw",2008,0.164,269,"Greece",37.9833,23.7333,"GRC",44,-1.632,0.0272,"EU"
"40","Acciari_JFoodProt_2017","Listeria monocytogenes","Packed","Chill","Aquatic based food","Processed or preserved fish (including processed offal)","Smoked fish","Yes","Smoked salmon","Distribution","Retail","Retail",389,"Italy","",2011,0.185,389,"Italy",41.896,12.4833,"ITA",72,-1.482,0.017,"EU"
"41","Agren_PVM_2016","Salmonella","Unpacked","Chill","Milk and milk products (dairy)","Milk","Raw","No","Bulk tank milk","Manufacturing","","Manufacturing",4683,"Sweden","NA",2013,0.03,4683,"Sweden",59.3508,18.0973,"SWE",142,-3.465,0.0073,"EU"
"42","Aguado_IJFM_2004","Listeria monocytogenes","Packed","Frozen","Garden vegetables and primary derivatives thereof","UndefinedVeg","Minimally","No","Frozen vegetables","Distribution","Storage","Storage",906,"Spain","",1997,0.012,906,"Spain",40.4,-3.6834,"ESP",11,-4.399,0.092,"EU"
"43","Aguado_JFP_2001","Listeria monocytogenes","Packed","Chill","Meat and meat products","Processed or preserved meat","Processed whole meat products","Yes","Cooked meat products","Distribution","Retail","Retail",369,"Spain","Cooked cured (or seasoned) meat",2000,0.092,369,"Spain",40.4,-3.6834,"ESP",34,-2.288,0.0324,"EU"
"44","Aguado_JFP_2001","Listeria monocytogenes","Packed","Chill","Aquatic based food","Processed or preserved fish (including processed offal)","Smoked fish","Yes","Smoked salmon","Distribution","Retail","Retail",52,"Spain","",2000,0.269,52,"Spain",40.4,-3.6834,"ESP",14,-0.999,0.0977,"EU"
"45","Akduman_JFoodQualHazardsControl_2020","Salmonella","Packed","Ambient","Beverages","Hot drinks and similar","","Yes","Dry herbal tea","Distribution","Retail","Retail",10,"Turkey","",2017,0,10,"Turkey",39.9272,32.8644,"TUR",0,-3.045,2.0952,"Non-EU"
"46","Akduman_JFoodQualHazardsControl_2020","Salmonella","Unpacked","Ambient","Beverages","Hot drinks and similar","","Yes","Dry hearbal tea","Distribution","Retail","Retail",10,"Turkey","",2017,0,10,"Turkey",39.9272,32.8644,"TUR",0,-3.045,2.0952,"Non-EU"
"47","Akgun_PoultSci_2024","Salmonella","Unpacked","Ambient","Meat and meat products","Chicken meat food","Chicken carcase","No","Pooled broiler organs (liver, heart, spleen), at slaughterhouse ","Manufacturing","","Manufacturing",30,"Turkey","",2022,0.8,30,"Turkey",39.9272,32.8644,"TUR",24,1.386,0.2083,"Non-EU"
"48","Akgun_PoultSci_2024","Salmonella","Unpacked","Ambient","Meat and meat products","Chicken meat food","Chicken carcase","No","Pooled broiler organs (liver, heart, spleen), at slaughterhouse","Manufacturing","","Manufacturing",30,"Turkey","",2022,0.2,30,"Turkey",39.9272,32.8644,"TUR",6,-1.386,0.2083,"Non-EU"
"49","Akineden_IJFM_2008","Staphylococcus aureus","Packed","Chill","Milk and milk products (dairy)","Cheese","Fresh uncured cheese","Yes","Goat curd (cream) cheese","Distribution","Retail","Retail",50,"Germany","NA",2002,0.08,50,"Germany",52.5218,13.4015,"DEU",4,-2.442,0.2717,"EU"
"50","Akineden_IJFM_2008","Staphylococcus aureus","Packed","Chill","Milk and milk products (dairy)","Cheese","Soft - ripened cheese","Yes","Goat soft cheese","Distribution","Retail","Retail",62,"Germany","NA",2002,0.081,62,"Germany",52.5218,13.4015,"DEU",5,-2.434,0.2175,"EU"
"51","Akineden_IJFM_2008","Staphylococcus aureus","Packed","Chill","Milk and milk products (dairy)","Cheese","Firm - ripened cheeses","Yes","Goat semi-hard cheese","Distribution","Retail","Retail",56,"Germany","NA",2002,0.054,56,"Germany",52.5218,13.4015,"DEU",3,-2.872,0.3522,"EU"
"52","Akineden_IJFM_2008","Staphylococcus aureus","Packed","Chill","Milk and milk products (dairy)","Cheese","Firm - ripened cheeses","Yes","Goat hard cheese","Distribution","Retail","Retail",13,"Germany","NA",2002,0.154,13,"Germany",52.5218,13.4015,"DEU",2,-1.705,0.5909,"EU"
"53","Akineden_JFS_2015","Bacillus cereus","Packed","Ambient","Grains and grain-based products","Cereal dough-based products","Pasta and similar products","No","Raw dried pasta","Distribution","Retail","Retail",132,"Germany","NA",2010,0.045,132,"Germany",52.5218,13.4015,"DEU",6,-3.045,0.1746,"EU"
"54","Akineden_JFS_2015","Staphylococcus aureus","Packed","Ambient","Grains and grain-based products","Cereal dough-based products","Pasta and similar products","No","Raw dried pasta","Distribution","Retail","Retail",132,"Germany","NA",2010,0.023,132,"Germany",52.5218,13.4015,"DEU",3,-3.761,0.3411,"EU"
"55","Akineden_JFS_2015","Salmonella","Packed","Ambient","Grains and grain-based products","Cereal dough-based products","Pasta and similar products","No","Raw dried pasta","Distribution","Retail","Retail",132,"Germany","NA",2010,0,132,"Germany",52.5218,13.4015,"DEU",0,-5.58,2.0075,"EU"
"56","Akkaya_AFLH_2011","Listeria monocytogenes","Packed","Chill","Aquatic based food","Fish (meat)","Marine fish","No","Grey mullet","Distribution","Retail","Retail",25,"Turkey","NA",2009,0.08,25,"Turkey",39.9272,32.8644,"TUR",2,-2.442,0.5435,"Non-EU"
"57","Akkaya_BVIP_2006","Shiga toxin-producing Escherichia coli","Packed","Chill","Meat and meat products","Chicken meat food","Chicken carcase","No","Chicken carcass","Distribution","Retail","Retail",190,"Turkey","",2004,0.011,190,"Turkey",39.9272,32.8644,"TUR",2,-4.543,0.5053,"Non-EU"
"58","Akgun_PoultSci_2024","Salmonella","Unpacked","Ambient","Meat and meat products","Chicken meat food","Chicken carcase","No","Pooled broiler gizzards, at slaughterhouse","Manufacturing","","Manufacturing",30,"Turkey","",2022,0.9,30,"Turkey",39.9272,32.8644,"TUR",27,2.197,0.3704,"Non-EU"
"59","Akkaya_JMF_2008","Shiga toxin-producing Escherichia coli","Unpacked","Ambient","Meat and meat products","Bovine meat food","Bovine carcase","No","Beef carcass","Manufacturing","","Manufacturing",250,"Turkey","",2005,0.032,250,"Turkey",39.9272,32.8644,"TUR",8,-3.409,0.1291,"Non-EU"
"60","Akkaya_JMF_2008","Listeria monocytogenes","Unpacked","Ambient","Meat and meat products","Bovine meat food","Bovine carcase","No","Beef carcass","Manufacturing","","Manufacturing",250,"Turkey","",2005,0.068,250,"Turkey",39.9272,32.8644,"TUR",17,-2.618,0.0631,"Non-EU"
"61","Akkaya_JMF_2008","Salmonella","Unpacked","Ambient","Meat and meat products","Bovine meat food","Bovine carcase","No","Beef carcass","Manufacturing","","Manufacturing",250,"Turkey","",2005,0.1,250,"Turkey",39.9272,32.8644,"TUR",25,-2.197,0.0444,"Non-EU"
"62","Akman_TJMS_2004","Listeria monocytogenes","Packed","Frozen","Composite dishes","Spoonable desserts and ice creams","Dairy ice creams and similar","Yes","Ice cream","Distribution","Retail","Retail",58,"Turkey","NA",2003,0,58,"Turkey",39.9272,32.8644,"TUR",0,-4.762,2.0171,"Non-EU"
"63","Akpolat_VRC_2004","Listeria monocytogenes","Unpacked","Ambient","Meat and meat products","Sheep meat food","Sheep carcase","No","Sheep carcasse","Manufacturing","","Manufacturing",160,"Turkey","",2001,0.05,160,"Turkey",39.9272,32.8644,"TUR",8,-2.944,0.1316,"Non-EU"
"64","Akpolat_VRC_2004","Listeria monocytogenes","Unpacked","Ambient","Meat and meat products","Bovine meat food","Bovine carcase","No","Young cattle carcasse","Manufacturing","","Manufacturing",80,"Turkey","",2001,0.025,80,"Turkey",39.9272,32.8644,"TUR",2,-3.664,0.5128,"Non-EU"
"65","Akpolat_VRC_2004","Listeria monocytogenes","Unpacked","Ambient","Meat and meat products","Bovine meat food","Bovine carcase","No","Bovine carcassse","Manufacturing","","Manufacturing",160,"Turkey","",2001,0.031,160,"Turkey",39.9272,32.8644,"TUR",5,-3.434,0.2065,"Non-EU"
"66","Akpolat_VRC_2004","Listeria monocytogenes","Unpacked","Chill","Meat and meat products","Chicken meat food","Chicken fresh meat / fat tissue","No","Chicken","Distribution","Storage","Storage",100,"Turkey","NA",2001,0.18,100,"Turkey",39.9272,32.8644,"TUR",18,-1.516,0.0678,"Non-EU"
"67","Akpolat_VRC_2004","Listeria monocytogenes","Packed","Chill","Milk and milk products (dairy)","Cheese","Soft - ripened cheese","Yes","Sheep soft cheese","Distribution","Retail","Retail",120,"Turkey","NA",2001,0.05,120,"Turkey",39.9272,32.8644,"TUR",6,-2.944,0.1754,"Non-EU"
"68","Akpolat_VRC_2004","Listeria monocytogenes","Packed","Chill","Aquatic based food","Fish (meat)","Undefined fish","No","Fish","Distribution","Retail","Retail",70,"Turkey","Raw",2001,0.014,70,"Turkey",39.9272,32.8644,"TUR",1,-4.234,1.0145,"Non-EU"
"69","Akpolat_VRC_2004","Listeria monocytogenes","Packed","Chill","Meat and meat products","Processed or preserved meat","Sausages","Yes","Sausage","Distribution","Retail","Retail",80,"Turkey","Cooked sausages (generic)",2001,0,80,"Turkey",39.9272,32.8644,"TUR",0,-5.081,2.0124,"Non-EU"
"70","Aksoy_KafkasUnivVetFakDerg_2018","Listeria monocytogenes","Packed","Chill","Milk and milk products (dairy)","Milk","Raw","No","Raw milk","Distribution","Retail","Retail",100,"Turkey","NA",2012,0.16,100,"Turkey",39.9272,32.8644,"TUR",16,-1.658,0.0744,"Non-EU"
"71","Aksoy_KafkasUnivVetFakDerg_2018","Listeria monocytogenes","Unpacked","Chill","Milk and milk products (dairy)","Cheese","Fresh uncured cheese","Yes","Turkish white cheese","Distribution","Retail","Retail",100,"Turkey","Raw",2012,0.05,100,"Turkey",39.9272,32.8644,"TUR",5,-2.944,0.2105,"Non-EU"
"72","Aksoy_KafkasUnivVetFakDerg_2018","Listeria monocytogenes","Unpacked","Chill","Animal and vegetable fats and oils and primary derivatives thereof","Fat emulsions and blended fats","Butter","Yes","Raw milk butter","Distribution","Retail","Retail",100,"Turkey","Raw",2012,0.01,100,"Turkey",39.9272,32.8644,"TUR",1,-4.595,1.0101,"Non-EU"
"73","Al-Moghazy_FC_2014","Salmonella","Packed","Ambient","Legumes, nuts and oilseeds","Nuts and primary derivatives thereof","NA","Yes","Pistachio","Distribution","Retail","Retail",27,"Italy","",2013,0,27,"Italy",41.896,12.4833,"ITA",0,-4.007,2.0364,"EU"
"74","Al-Moghazy_FC_2014","Staphylococcus aureus","Packed","Ambient","Legumes, nuts and oilseeds","Nuts and primary derivatives thereof","NA","Yes","Pistachio","Distribution","Retail","Retail",27,"Italy","",2013,0,27,"Italy",41.896,12.4833,"ITA",0,-4.007,2.0364,"EU"
"75","Al_JHellVetMedSoc_2023","Shiga toxin-producing Escherichia coli","Packed","Chill","Meat and meat products","Chicken meat food","Chicken fresh meat / fat tissue","No","Chicken drumsticks","Distribution","Retail","Retail",30,"Turkey","NA",2019,0,30,"Turkey",39.9272,32.8644,"TUR",0,-4.111,2.0328,"Non-EU"
"76","Al_JHellVetMedSoc_2023","Shiga toxin-producing Escherichia coli","Packed","Chill","Meat and meat products","Chicken meat food","Chicken fresh meat / fat tissue","No","Chicken wings","Distribution","Retail","Retail",45,"Turkey","NA",2019,0,45,"Turkey",39.9272,32.8644,"TUR",0,-4.511,2.022,"Non-EU"
"77","Akpolat_VRC_2004","Listeria monocytogenes","Packed","Chill","Meat and meat products","Bovine meat food","Bovine minced meat","No","Minced beef","Distribution","Retail","Retail",60,"Turkey","PreCut",2001,0.05,60,"Turkey",39.9272,32.8644,"TUR",3,-2.944,0.3509,"Non-EU"
"78","Al_JHellVetMedSoc_2023","Shiga toxin-producing Escherichia coli","Packed","Chill","Meat and meat products","Chicken meat food","Chicken carcase","No","Chicken whole carcases","Distribution","Retail","Retail",10,"Turkey","",2019,0,10,"Turkey",39.9272,32.8644,"TUR",0,-3.045,2.0952,"Non-EU"
"79","Al_TurkJVetAnimSci_2016","Salmonella","Packed","Chill","Meat and meat products","Processed or preserved meat","Sausages","Yes","Chicken salami","Distribution","Retail","Retail",20,"Turkey","Cured ripened raw sausages",2014,0,20,"Turkey",39.9272,32.8644,"TUR",0,-3.714,2.0488,"Non-EU"
"80","Al_TurkJVetAnimSci_2016","Salmonella","Packed","Chill","Meat and meat products","Chicken meat food","Chicken offal","No","Chicken liver","Distribution","Retail","Retail",50,"Turkey","PreCut",2014,0.5,50,"Turkey",39.9272,32.8644,"TUR",25,0,0.08,"Non-EU"
"81","Al_TurkJVetAnimSci_2016","Salmonella","Unpacked","Ambient","Eggs and egg products","Whole eggs","Raw","No","Eggshell, obtained from poultry farms","PrimaryProduction","Farm","Farm",50,"Turkey","",2014,0.08,50,"Turkey",39.9272,32.8644,"TUR",4,-2.442,0.2717,"Non-EU"
"82","Al_TurkJVetAnimSci_2016","Salmonella","Unpacked","Ambient","Eggs and egg products","Whole eggs","Raw","No","Eggshell, obtained from retail markets","Distribution","Retail","Retail",50,"Turkey","",2014,0.02,50,"Turkey",39.9272,32.8644,"TUR",1,-3.892,1.0204,"Non-EU"
"83","Al_TurkJVetAnimSci_2016","Salmonella","Unpacked","Ambient","Eggs and egg products","Whole eggs","Raw","No","Egg content, obtained from poultry farms","PrimaryProduction","Farm","Farm",50,"Turkey","",2014,0,50,"Turkey",39.9272,32.8644,"TUR",0,-4.615,2.0198,"Non-EU"
"84","Al_TurkJVetAnimSci_2016","Salmonella","Unpacked","Ambient","Eggs and egg products","Whole eggs","Raw","No","Egg content, obtained from retail markets","Distribution","Retail","Retail",50,"Turkey","",2014,0,50,"Turkey",39.9272,32.8644,"TUR",0,-4.615,2.0198,"Non-EU"
"85","Al_TurkJVetAnimSci_2016","Salmonella","Packed","Various","Composite dishes","Sandwiches, pizza and other stuffed bread-like cereal products","Finger food","No","Chicken nugget","Distribution","Retail","Retail",20,"Turkey","NA",2014,0.1,20,"Turkey",39.9272,32.8644,"TUR",2,-2.197,0.5556,"Non-EU"
"86","Al_TurkJVetAnimSci_2016","Salmonella","Packed","Chill","Meat and meat products","Processed or preserved meat","Sausages","No","Chicken sausage","Distribution","Retail","Retail",20,"Turkey","Fresh raw sausages",2014,0.15,20,"Turkey",39.9272,32.8644,"TUR",3,-1.735,0.3922,"Non-EU"
"87","Al_TurkJVetAnimSci_2016","Salmonella","Packed","Chill","Meat and meat products","Chicken meat food","Chicken offal","No","Gizzard","Distribution","Retail","Retail",42,"Turkey","PreCut",2014,0.405,42,"Turkey",39.9272,32.8644,"TUR",17,-0.386,0.0988,"Non-EU"
"88","Alakavuk_AquatSciEng_2021","Staphylococcus aureus","Packed","Frozen","Aquatic based food","Crustaceans","Crabs, sea-spiders","Yes","Surimi crab legs","Distribution","Retail","Retail",112,"Turkey","PreCut",2020,0,112,"Turkey",39.9272,32.8644,"TUR",0,-5.416,2.0089,"Non-EU"
"89","Alakavuk_AquatSciEng_2021","Bacillus cereus","Packed","Frozen","Aquatic based food","Crustaceans","Crabs, sea-spiders","Yes","Surimi crab legs","Distribution","Retail","Retail",112,"Turkey","PreCut",2020,0,112,"Turkey",39.9272,32.8644,"TUR",0,-5.416,2.0089,"Non-EU"
"90","Alakavuk_AquatSciEng_2021","Clostridium perfringens","Packed","Frozen","Aquatic based food","Crustaceans","Crabs, sea-spiders","Yes","Surimi crab legs","Distribution","Retail","Retail",112,"Turkey","PreCut",2020,0,112,"Turkey",39.9272,32.8644,"TUR",0,-5.416,2.0089,"Non-EU"
"91","Alakavuk_AquatSciEng_2021","Staphylococcus aureus","Packed","Frozen","Composite dishes","Dishes excluding pasta or rice dishes, sandwiches and pizza","Fish and seafood based dishes","Yes","Fish balls","Distribution","Retail","Retail",112,"Turkey","NA",2020,0,112,"Turkey",39.9272,32.8644,"TUR",0,-5.416,2.0089,"Non-EU"
"92","Alakavuk_AquatSciEng_2021","Bacillus cereus","Packed","Frozen","Composite dishes","Dishes excluding pasta or rice dishes, sandwiches and pizza","Fish and seafood based dishes","Yes","Fish balls","Distribution","Retail","Retail",112,"Turkey","NA",2020,0,112,"Turkey",39.9272,32.8644,"TUR",0,-5.416,2.0089,"Non-EU"
